UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
1.6559516,-20.510944,Erythroblast,HBM,HBD,CA1,AHSP,HBB,HBA2,CA2,HBA1
-17.706003,-12.186971,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,CD37,HLA-DPB1
-3.9681423,0.33793345,CD8+ T naive,CD8B,FOS,CD8,TRBC1,ARL4C,DUSP2,CD8A,ID2
-4.652104,10.687609,CD4+ T naive,CRIP1,JUNB,FOS,AHNAK,DDIT4,ANXA1,JUN,CD69
16.27784,-0.46659598,CD14+ Mono,S100A9,S100A8,LYZ,AC020656.1,FCN1,MNDA,LST1,VCAN
-11.398069,-11.964016,Transitional B,IGKC,CD79B,IGHM,TCL1A,SOX4,VPREB3,HLA-DRA,CD24
9.402217,-19.372501,Normoblast,HBD,HBM,HBB,AHSP,SLC25A37,HBA1,HBA2,SLC4A1
5.4239025,19.380634,NK,GNLY,CCL4,NKG7,GZMB,CCL5,GZMA,JUN,CST7
0.80062467,-21.285118,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HIST1H4C,HBA1,PRDX2
15.069566,-0.6955477,CD14+ Mono,S100A8,LYZ,S100A9,LGALS1,AC020656.1,VCAN,NEAT1,CST3
-8.130696,8.270702,CD4+ T naive,FOS,FOSB,JUNB,JUN,KLF6,HBA2,PCED1B-AS1,GIMAP7
14.254043,-19.83805,Reticulocyte,HBD,HBM,MALAT1,HBB,AHSP,HBA2,HBA1,FOS
-18.383476,-10.478464,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,MS4A1,CD37,IGHD,CD79A
14.292744,2.1888123,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,NEAT1,CTSS,FCN1,TYROBP
-13.510929,-8.066896,Naive CD20+ B IGKC-,IGLC2,CD79B,IGHM,CD74,CD79A,TCL1A,HLA-DRA,MS4A1
-6.6257353,10.010936,CD4+ T activated,CRIP1,FOS,JUN,ITGB1,S100A11,ANXA1,IL7R,AHNAK
7.5289917,-21.356602,Normoblast,HBD,AHSP,HBB,HBM,CA1,HBA1,HBA2,SLC25A37
-1.3844376,13.291734,CD4+ T activated,CRIP1,RGS1,ANXA1,S100A11,LGALS1,AHNAK,FOS,IRF1
-9.061373,6.8363795,CD4+ T naive,DUSP2,JUNB,FOS,ARL4C,DDIT4,IL7R,MALAT1,GPR183
3.6925933,-20.183928,Erythroblast,HBM,HBD,CA1,HBB,AHSP,HBA1,HBA2,CA2
-2.5746741,14.289674,CD4+ T activated,SAT1,S100A11,FOS,ANXA1,NEAT1,MAF,CD69,KLF6
19.964779,-15.840666,Reticulocyte,MALAT1,HBB,HBA2,HBD,CA1,HBA1,HBM,FOS
-10.179037,-12.259342,Transitional B,IGKC,IGHM,CD79B,HLA-DRA,SOX4,CD74,CD24,CD79A
-14.531481,-6.287768,Naive CD20+ B IGKC-,IGLC2,CD74,IGHM,HLA-DRA,CD79B,CD37,IGLC3,MS4A1
13.753687,3.4531605,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,CTSS,VCAN,S100A12,FCN1
-7.179101,10.234423,CD4+ T naive,TRBC1,FOS,DUSP2,ARL4C,SAT1,JUNB,GPR183,CRIP1
2.944191,-19.695961,Erythroblast,HBD,CA1,HBM,AHSP,HBB,HBA1,HBA2,PRDX2
20.487812,-15.201414,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,HBM,CA1,AHSP
14.868217,-18.812733,Reticulocyte,HBD,HBM,MALAT1,HBB,AHSP,HBA1,HBA2,BLVRB
6.435009,-20.781796,Normoblast,HBD,HBM,HBB,CA1,AHSP,HBA1,SLC25A37,HBA2
21.105911,-13.757795,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,AHSP,FOS,JUN
-5.3316774,9.174644,CD4+ T naive,FOS,DUSP2,EGR1,TRBC1,CRIP1,TRBC2,NEAT1,JUN
16.267078,2.3938513,CD14+ Mono,S100A9,S100A8,LYZ,VCAN,CTSS,PSAP,SAT1,S100A12
-18.484982,-11.296726,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,FOSB,CD37,IGHD,CD79B
-17.340023,-9.852268,Naive CD20+ B IGKC+,IGKC,IGLC2,IGHM,HLA-DRA,CD74,CD37,CD69,IGHD
15.931118,3.006337,CD14+ Mono,S100A9,S100A8,LYZ,JUN,CTSS,FCN1,S100A12,VCAN
14.323928,2.7483656,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,S100A12,TYROBP,CTSS,FCN1
-2.5043635,14.512538,CD4+ T activated,FOS,AHNAK,SAT1,CRIP1,CD69,CCL5,PRDM1,ANXA1
-9.490334,-11.725667,Transitional B,IGHM,CD79B,VPREB3,IGLC1,SOX4,IGLL1,RGS2,HLA-DRA
17.735132,2.3969998,CD14+ Mono,S100A8,S100A9,LYZ,VCAN,CTSS,PSAP,NEAT1,FCN1
-5.756632,12.120897,CD4+ T activated,KLRB1,CRIP1,IL7R,FOS,ANXA1,DDIT4,JUNB,JUN
-3.4725795,12.915384,CD4+ T activated,CRIP1,IL7R,ANXA1,ITGB1,JUNB,AHNAK,TRBC1,MAF
-6.633775,9.725706,CD4+ T naive,TRBC1,ARL4C,EGR1,CD69,JUNB,FOS,HBA2,CRIP1
5.2256956,17.149178,NK,GNLY,NKG7,CCL5,PRF1,GZMB,KLRD1,CCL3,GZMA
6.528817,-20.933907,Normoblast,HBD,HBM,HBB,AHSP,HBA1,HBA2,CA1,SLC25A37
19.9408,-13.331114,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,TPT1,HBM
0.9018875,12.849052,CD4+ T activated,CCL5,GZMA,CRIP1,RGS1,GZMK,S100A11,MALAT1,ANXA1
16.201454,-18.562822,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,AHSP,HBA1,FOS
-4.3091984,-0.43732846,CD8+ T naive,CD8,JUNB,CD8B,TRAC,HIST1H4C,HBA2,KLRK1,ARL4C
-15.659321,-6.2554507,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,IGHM,MS4A1,HLA-DRB1,CD79A,HLA-DQA1
16.23962,4.21673,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,CTSS,CST3,PSAP,VCAN
-2.5131724,10.897763,CD4+ T activated,CRIP1,KLRB1,CD69,S100A11,FOS,JUNB,GPR183,SAT1
14.657616,-1.0763752,CD14+ Mono,LYZ,S100A8,S100A9,LGALS1,AC020656.1,NEAT1,FCN1,FOS
19.340378,-15.231682,Reticulocyte,MALAT1,HBD,HBB,HBA2,CA1,HBA1,AHSP,JUN
0.059833273,-20.768879,Erythroblast,HBM,CA1,HBD,AHSP,HBB,HIST1H4C,HBA1,HBA2
-18.270538,-9.83375,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DQA1,HLA-DRB1,CD79A,HLA-DPB1
15.28721,-0.19972044,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,VCAN,FCN1,MNDA,CTSS
18.082157,-16.88015,Reticulocyte,MALAT1,HBD,HBB,HBM,HBA2,AHSP,HBA1,FOS
-7.134083,9.469515,CD4+ T naive,ARL4C,FOS,TRBC1,JUNB,TNFAIP3,DDIT4,AL499604.1,IL7R
-7.429192,5.913663,CD4+ T naive,FOS,EGR1,HBA1,JUNB,CD69,FOSB,ARL4C,DNAJB1
20.896923,-13.768308,Reticulocyte,MALAT1,HBB,HBD,HBA2,HBA1,HBM,FOS,TMSB10
13.356689,0.7873652,CD14+ Mono,S100A9,S100A8,LYZ,AC020656.1,VCAN,FCN1,S100A12,CTSS
-14.913526,-7.02269,Naive CD20+ B IGKC-,IGLC3,CD74,IGLC2,IGHM,HLA-DRA,CD79B,MS4A1,CD79A
9.73972,-21.011097,Normoblast,HBD,HBM,CA1,AHSP,HBB,HBA1,MALAT1,HBA2
7.6912036,-21.743458,Normoblast,HBD,CA1,HBM,AHSP,HBB,HBA1,HBA2,CA2
16.86669,0.84049153,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,CST3,MALAT1,PSAP,JUN
-17.821407,-12.0608,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,MS4A1,HLA-DRB1,CD37
-8.566086,5.750173,CD4+ T activated,JUNB,FOS,DUSP2,HBA2,BIRC3,ZFP36L1,DDIT4,CRIP1
-15.855648,-9.3527975,Naive CD20+ B IGKC-,IGLC2,IGKC,HLA-DRA,CD74,IGHM,CD79B,CD69,TCL1A
2.9109406,-18.135967,Erythroblast,HBM,SLC4A1,AHSP,HEMGN,CA1,TFRC,HBB,TMSB10
17.409374,-17.521427,Reticulocyte,MALAT1,HBD,HBM,HBB,HBA2,AHSP,HBA1,FOS
13.247489,1.7974067,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,S100A12,CTSS,CST3,FCN1
-18.286423,-10.887354,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,HLA-DRA,IGLC2,CD69,IGHD,CD37
-1.7915161,10.07522,CD4+ T naive,TRBC1,CRIP1,FOS,TPT1,S100A11,TRAC,ARL4C,TRBC2
-15.229122,-5.903022,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,CD79A,IGHM,CD79B,MS4A1,HLA-DQA1
0.5956271,8.810859,CD4+ T naive,JUN,CRIP1,HBD,TRBC1,TRAC,SAT1,GPR183,MALAT1
-3.8508315,8.39612,CD4+ T naive,FOS,JUNB,KLF6,CRIP1,HIST1H4C,CD69,TRBC1,TSHZ2
-4.945785,9.862968,CD4+ T naive,TRBC1,FOS,DUSP2,ARL4C,MALAT1,GPR183,CRIP1,HBA1
-10.769125,-9.997591,Transitional B,IGLC2,IGHM,CD79B,TCL1A,VPREB3,HLA-DRA,CD74,AFF3
-17.575447,-11.354347,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,HLA-DRB1,CD79A,MS4A1
8.630203,-18.5463,Normoblast,HBD,SLC25A37,HBB,HBM,SLC4A1,HBA1,AHSP,HBA2
-0.8428112,10.652946,CD4+ T activated,CRIP1,ITGB1,MALAT1,JUN,IL7R,CD2,AHNAK,GIMAP7
-7.8292046,6.529642,CD4+ T naive,FOS,MALAT1,DUSP2,JUN,IL7R,HBA1,PCED1B-AS1,CRIP1
-4.3231535,9.157722,CD4+ T naive,FOS,JUN,TRBC1,CRIP1,TRAC,TPT1,NEAT1,GIMAP7
15.366481,-17.779877,Reticulocyte,HBD,MALAT1,HBB,HBA1,HBA2,HBM,AHSP,CA1
8.897406,-19.251595,Normoblast,HBD,HBM,HBB,HBA1,SLC25A37,HBA2,CA1,AHSP
14.241385,1.6488423,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,TYROBP,FCN1,VCAN,CST3
-3.785581,6.4819565,CD4+ T activated,AL499604.1,CRIP1,TNFAIP3,JUNB,TRBC2,IRF1,SAT1,HBD
-3.2550268,0.57725304,CD8+ T naive,FOS,TRBC1,CD8B,HBA1,JUN,CD8,IL7R,CRIP1
16.006046,-16.663158,Reticulocyte,HBD,AHSP,MALAT1,HBB,HBA2,HBA1,CA1,TPT1
7.9971275,-19.654028,Normoblast,HBD,HBM,AHSP,HBB,CA1,SLC25A37,HBA1,HBA2
14.242974,3.1905148,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,PSAP,MNDA,CST3,NEAT1
-9.146888,8.350458,CD4+ T naive,TRBC1,ARL4C,CD69,ID2,FOS,DUSP2,HBA2,AL499604.1
17.016663,-15.976205,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,AHSP,FOS
-1.1675577,-21.457996,Erythroblast,HBM,HBD,AHSP,HBB,PRDX2,HIST1H4C,HBA2,HBA1
16.340633,1.3273814,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,S100A12,CST3,AIF1,CTSS
6.9456396,14.464102,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,GZMA,GZMB,CST7,PRF1
10.138553,-18.99472,Normoblast,HBD,HBB,HBM,SLC25A37,HBA1,AHSP,HBA2,TPT1
9.234695,-18.495579,Normoblast,HBD,SLC25A37,HBB,HBM,AHSP,HBA1,HBA2,CA1
18.983925,-16.716833,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBM,AHSP,HBA1,FOS
15.529806,3.342629,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,NEAT1,VCAN,CST3,FCN1
-9.294395,-11.727108,Transitional B,TCL1A,CD79B,VPREB3,IGHM,IGKC,HLA-DRA,SOX4,CD72-1
-17.921997,-10.207876,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79B,JUN,NEAT1,HLA-DPB1
-2.6516662,13.395118,CD4+ T activated,FOS,ITGB1,DUSP2,ANXA1,S100A11,KLF6,IL7R,SAT1
-9.507895,9.532062,CD4+ T naive,DUSP2,FOS,EGR1,TUBA1B,MALAT1,CD8,HBA2,TNFAIP3
-1.5770102,13.479197,CD4+ T activated,KLRB1,NEAT1,CRIP1,S100A11,ANXA1,ITGB1,KLF6,IL7R
3.7505789,-20.437134,Erythroblast,HBD,CA1,AHSP,HBM,HBB,HBA1,HBA2,SLC25A37
8.818966,-19.234417,Normoblast,HBD,HBM,HBB,AHSP,SLC25A37,HBA1,HBA2,CA1
-6.477006,11.621561,CD4+ T activated,CRIP1,IL7R,ANXA1,JUNB,SAT1,FOS,ID2,TNFAIP3
-11.089947,-11.83971,Transitional B,IGKC,IGHM,TCL1A,CD79B,IGLC1,CD74,HLA-DRA,VPREB3
13.740282,3.8597097,CD14+ Mono,NEAT1,S100A9,S100A8,LYZ,SAT1,FCN1,CTSS,CST3
-1.5080969,11.582276,CD4+ T activated,ANXA1,GIMAP7,ITGB1,TRBC1,SAT1,MALAT1,JUN,SYNE2
14.127562,5.2002063,CD14+ Mono,NEAT1,S100A9,CST3,LYZ,CTSS,S100A8,PSAP,JUN
17.677454,2.5418458,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,FCN1,VCAN,MNDA,AIF1
3.5378063,12.403572,CD4+ T activated,NKG7,CRIP1,CCL5,CST7,ANXA1,AHNAK,JUN,CCL4
-9.877344,8.082691,CD4+ T naive,FOS,JUNB,JUN,ARL4C,EGR1,TRBC1,CD69,FOSB
-1.0313807,10.089283,CD4+ T activated,SYNE2,AHNAK,BIRC3,ARL4C,CD2,HBA2,HBB,ITGB1
16.920086,-18.882986,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,AHSP,FOS
-16.67799,-11.425388,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,CD79A,HLA-DRB1,IGHD,HLA-DPB1
-17.519102,-11.37952,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,HLA-DRB1,CD69,CD79B
-17.39019,-10.675056,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD69,IGLC2,CD74,HLA-DRB1,MS4A1
19.09756,-14.172621,Reticulocyte,MALAT1,HBB,HBD,HBA2,HBA1,HBM,TPT1,JUN
-14.993671,-6.492216,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,TCL1A,CD79B,CD37
14.96994,-19.491947,Reticulocyte,HBM,HBD,MALAT1,HBB,HBA2,HBA1,CA1,AHSP
8.313288,-18.326378,Normoblast,HBD,SLC25A37,HBM,HBB,HBA1,AHSP,SLC4A1,HBA2
13.777504,5.440955,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,TYROBP,CST3,FCN1,PSAP
1.9080431,-19.909796,Erythroblast,HBM,AHSP,CA1,HBD,HBB,SLC4A1,HBA1,HEMGN
-15.975574,-6.4995728,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,CCL4,TCL1A,CD37
1.050623,-20.976463,Erythroblast,HBM,HBD,CA1,AHSP,HBB,PRDX2,HIST1H4C,HBA1
-1.2481859,-21.27824,Erythroblast,HBM,CA1,HBD,HBB,AHSP,HIST1H4C,HBA2,PRDX2
15.46286,-19.492363,Reticulocyte,HBD,MALAT1,HBB,HBM,CA1,AHSP,HBA2,HBA1
-7.4645624,8.791038,CD4+ T naive,FOS,JUNB,TRBC1,DUSP2,MALAT1,HIST1H4C,GPR183,ZFP36L1
15.082731,-15.147915,Reticulocyte,HBD,MALAT1,HBB,HBA1,HBA2,AHSP,TPT1,SLC25A37
14.699668,0.33331472,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,LGALS1,FCN1,AC020656.1,MNDA
-4.233879,9.192807,CD4+ T naive,TRBC1,FOS,MALAT1,DUSP2,DOK2,CD69,CD8,NUCB2
19.804255,-14.452304,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,HBM,AHSP,TPT1
-2.5238194,1.8991537,CD8+ T naive,FOS,CCL5,JUN,DUSP2,CD8B,CRIP1,TRAC,CD69
16.469969,-17.985659,Reticulocyte,HBD,MALAT1,AHSP,HBB,HBA2,HBA1,SLC25A37,CA1
16.723011,-18.327763,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,AHSP,BLVRB
-15.147137,-11.28345,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,TCL1A,CD79A,IGLC2,HLA-DPB1
14.902678,4.126835,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,FCN1,AIF1,TYROBP,CST3
21.95945,-11.07963,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,JUN,TMSB10,FOS
18.370644,-15.633038,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBA1,HBM,FOS,BLVRB
-5.7704983,7.173232,CD4+ T naive,JUNB,FOS,GPR183,MALAT1,S100A11,JUN,SOCS1,PCED1B-AS1
-16.9861,-11.805353,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,IGHD,CD74,JUNB,CD69,NEAT1
-7.359456,6.9647737,CD4+ T naive,FOS,DUSP2,JUN,MALAT1,CD69,ARL4C,TUBA1B,FOSB
-17.932476,-10.13083,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79B,HLA-DPB1,CD79A,MALAT1
-4.4197226,6.249413,CD4+ T naive,TNFAIP3,CD69,TRBC1,GPR183,MALAT1,HBA2,ARL4C,CRIP1
16.3126,-19.609587,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,CA1,HBA1
1.1312749,15.95702,CD4+ T activated,KLRB1,CCL5,ZFP36,SAT1,IL7R,CRIP1,S100A11,NKG7
-16.73217,-6.047962,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD37,CD69,MS4A1,HLA-DRB1
0.1527304,-20.833101,Erythroblast,HBM,AHSP,HBD,HBB,HBA1,HBA2,CA1,HEMGN
-13.704956,-7.6866283,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,CD79A,CD79B,CD37,IGKC,IGLC2
9.797876,-18.156038,Normoblast,HBD,HBB,SLC25A37,HBA1,HBA2,AHSP,HBM,TPT1
-5.527078,9.170784,CD4+ T naive,TRBC1,JUNB,HIST1H4C,ARL4C,TRAC,MALAT1,CD8,DDIT4
13.73694,0.2860719,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,NEAT1,VCAN,FOS
-1.7502198,-0.9874211,CD8+ T naive,TRAC,HBB,CD8,TRBC1,JUNB,TNFAIP3,HBA2,CD8B
-1.4652919,-21.112497,Erythroblast,HBM,HBD,HBB,AHSP,CA1,HBA1,HIST1H4C,PRDX2
-7.2260747,5.072047,CD4+ T naive,JUNB,MALAT1,ARL4C,AL499604.1,NOSIP,JUN,HBD,DUSP2
-18.340843,-10.707901,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79B,HLA-DPA1,TCL1A
-1.1340246,-21.524778,Erythroblast,HBM,HBD,CA1,HIST1H4C,AHSP,HBB,PRDX2,HBA2
14.897768,4.1579313,CD14+ Mono,S100A9,S100A8,NEAT1,CST3,LYZ,CTSS,TYROBP,HLA-DRA
17.382786,-14.599149,Reticulocyte,HBD,MALAT1,HBB,HBM,HBA2,HBA1,TPT1,FOS
-15.9484005,-10.714651,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,HLA-DRA,CD79B,IGHD,CD69,TCL1A
-4.621446,0.63944846,CD8+ T naive,ID2,TRBC1,FOS,MALAT1,IRF1,CD8B,JUNB,CD8
-15.922964,-6.3953943,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,CD79B,IGHD,JUN
-4.975709,9.190632,CD4+ T naive,TRBC1,HBA2,CRIP1,CITED2,JUNB,SAT1,CD69,PCED1B-AS1
8.479393,-19.518902,Normoblast,HBD,HBM,HBB,HBA1,AHSP,SLC25A37,HBA2,CA1
-17.08182,-12.489005,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DRB1,HLA-DPB1
-2.656061,-0.7769274,CD8+ T naive,CD8B,SAT1,CD8,JUN,JUNB,MALAT1,IL7R,ARL4C
-2.1733134,-1.9980072,CD8+ T naive,TRBC1,CD69,FOS,SAT1,TNFAIP3,HBM,PCED1B-AS1,FOSB
-2.6852412,11.639037,CD4+ T activated,KLRB1,CRIP1,AHNAK,NEAT1,SYNE2,S100A11,HBD,ITGB1
-2.8524384,13.616587,CD4+ T activated,SAT1,CRIP1,S100A11,IL7R,ITGB1,AHNAK,CD2,SYNE2
14.625233,-17.839584,Reticulocyte,HBD,MALAT1,HBM,HBB,AHSP,HBA1,HBA2,SLC25A37
13.866552,3.308131,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,FOS,TYROBP,NEAT1,FCN1
20.969707,-11.140422,Reticulocyte,MALAT1,HBB,HBA2,HBA1,JUN,TPT1,TMSB10,HBD
13.477927,2.2111325,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,CTSS,VCAN,FCN1,TYROBP
-2.949827,2.893014,CD8+ T naive,MALAT1,HBA2,KLRK1,HIST1H4C,SAT1,NEAT1,JUNB,ARL4C
-15.883127,-6.440304,Naive CD20+ B IGKC-,IGLC2,IGHM,CD69,CD74,HLA-DRA,CD37,MEF2C,NEAT1
-1.4270895,14.74961,CD4+ T activated,FOS,NKG7,GZMA,GZMK,JUN,RGS1,ANXA1,CRIP1
-2.05598,14.77055,CD4+ T activated,ANXA1,FOS,KLRB1,CRIP1,S100A11,JUN,SAT1,CD69
17.010517,-16.658165,Reticulocyte,MALAT1,HBD,HBB,HBA2,AHSP,HBA1,HBM,BLVRB
12.54994,2.374296,CD14+ Mono,S100A8,S100A9,SAT1,NEAT1,LYZ,CTSS,FOS,VCAN
-15.527192,-6.390792,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,IGLC3,HLA-DRA,CD37,CD79A,CD79B
3.32402,-19.217148,Erythroblast,HBD,HBM,CA1,AHSP,HBB,SLC4A1,HBA1,HEMGN
8.929543,-18.169376,Normoblast,HBD,SLC25A37,HBM,HBB,AHSP,HBA1,SLC4A1,HBA2
-3.9952693,7.810741,CD4+ T naive,FOS,JUN,IL7R,HBA2,NEAT1,ID2,TRBC2,MALAT1
-9.332356,7.757958,CD4+ T naive,FOS,JUNB,JUN,MALAT1,HIST1H4C,TRBC1,CD8,DDIT4
16.39637,-19.141056,Reticulocyte,HBM,MALAT1,HBB,HBD,AHSP,HBA2,HBA1,BLVRB
1.2053592,-3.1787066,CD8+ T naive,CD8B,CD8,KLRK1,JUN,ARL4C,CD69,CD8A,SAT1
-9.942411,-12.755198,Transitional B,IGHM,CD79B,IGKC,TCL1A,VPREB3,VPREB1,HLA-DRA,IGLC1
-5.9140077,8.589214,CD4+ T naive,TRBC1,ARL4C,TRAC,DDIT4,AL499604.1,CD69,JUN,JUNB
-17.423635,-12.167047,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,IGHD,CD37
13.067429,1.703705,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,LGALS1,AC020916.1,FOS,TNFAIP3
3.1488767,-19.727459,Erythroblast,HBD,HBM,CA1,AHSP,HBB,HBA2,HBA1,PRDX2
15.707831,-16.200586,Reticulocyte,HBD,MALAT1,HBB,HBA1,HBM,HBA2,AHSP,SLC25A37
0.85650253,-20.706726,Erythroblast,HBM,CA1,HBD,AHSP,HBB,HBA1,HIST1H4C,PRDX2
-7.9538655,8.463085,CD4+ T naive,FOS,TRBC1,JUN,HBA2,JUNB,CD8,DDIT4,ARL4C
13.5663185,4.916498,CD14+ Mono,NEAT1,S100A9,LYZ,SAT1,CTSS,S100A8,FOS,AHNAK
6.8437614,-21.275515,Normoblast,HBD,HBM,HBB,CA1,AHSP,HBA1,HBA2,SLC25A37
-16.09078,-6.2504573,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79B,NEAT1,CD79A,HLA-DQA1
0.9999843,-21.190321,Erythroblast,HBM,AHSP,HBD,CA1,HBB,PRDX2,HBA1,HIST1H4C
-5.973526,10.046194,CD4+ T naive,HIST1H4C,TRBC1,JUNB,FOS,IRF1,AL499604.1,DDIT4,ID3
17.43245,-16.420128,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBM,HBA1,AHSP,BLVRB
5.3585997,19.13283,NK,GNLY,NKG7,CCL4,GZMB,CCL5,TYROBP,CST7,GZMA
15.673214,-17.254995,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBA1,AHSP,HBM,BLVRB
-16.138618,-8.477781,Naive CD20+ B IGKC+,IGHM,HLA-DRA,CD74,IGKC,CD79A,CD37,MS4A1,CD69
13.2350645,3.5707502,CD14+ Mono,NEAT1,LYZ,S100A9,CTSS,FOS,S100A8,JUN,SAT1
-15.746258,-6.396682,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,CD79A,HLA-DRB1,HLA-DQA1,NEAT1
18.209538,-18.818634,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,AHSP,HBA1,CA1
14.964228,-0.40882963,CD14+ Mono,S100A8,S100A9,LYZ,S100A12,FCN1,AC020656.1,LGALS1,RETN
-16.927303,-12.247515,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,IGHD,HLA-DPB1
11.235947,-19.457508,Normoblast,HBD,HBM,HBB,HBA1,AHSP,HBA2,MALAT1,SLC25A37
9.37115,-19.113792,Normoblast,HBD,HBM,HBB,AHSP,SLC25A37,HBA1,HBA2,BLVRB
-18.766129,-10.590141,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD69,CD74,CD79A,NEAT1,IGHD
19.96151,-17.368305,Reticulocyte,MALAT1,HBD,HBB,HBA2,AHSP,CA1,HBA1,HBM
-3.1288462,10.4186535,CD4+ T activated,CCL5,RGS1,CD69,PIK3IP1,HIST1H4C,NEAT1,FOS,ARL4C
-17.272785,-12.2606735,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,IGHD,HLA-DPB1,HLA-DPA1
-18.242958,-10.513001,Naive CD20+ B IGKC+,IGKC,IGHM,CD69,CD74,HLA-DRA,IGHD,NEAT1,CD79B
15.608345,5.386262,CD14+ Mono,S100A9,NEAT1,S100A8,LYZ,CST3,PSAP,CTSS,JUN
-3.957919,-1.7339518,CD8+ T naive,TRBC1,FOS,CD69,CD8,JUN,HBA1,JUNB,TNFAIP3
-5.422433,8.578615,CD4+ T activated,ARL4C,JUN,CCL5,TRAC,GZMM,MALAT1,YBX3,SYNE2
7.0358114,-20.483706,Normoblast,HBD,HBM,HBB,AHSP,HBA1,SLC25A37,HBA2,SLC4A1
