UMAP 1,UMAP 2,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-12.854275,-4.4953403,CD4+ T naive,FOS,ARL4C,TNFAIP3,BCL11B,MALAT1,TRBC1,HBD,JUN
4.8376174,18.59798,Reticulocyte,MALAT1,HBB,HBA1,HBA2,HBD,TPT1,TMSB10,AHSP
6.864464,20.07441,Reticulocyte,MALAT1,TPT1,HBB,HBA1,HBA2,TMSB10,HBD,HBM
-2.2133448,18.095524,Normoblast,HBD,SLC25A37,HBM,AHSP,HBB,TMSB10,TPT1,ARL4A
5.8088017,-16.260983,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,HLA-DPB1,HLA-DRB1,CD79A,CD79B
7.5475082,-11.338707,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,IGHM,IGLC3,CD79A,HLA-DRB1,CD79B
-12.899673,-10.892045,CD8+ T naive,CD8,CD8B,JUN,MALAT1,KLRK1,LINC02446,TNFAIP3,HBA1
14.706575,4.2858143,CD14+ Mono,LYZ,CTSS,S100A9,S100A8,FCN1,NEAT1,VCAN,PSAP
-12.253447,-6.9575057,CD4+ T naive,JUN,TRBC2,HBA2,IL7R,PCED1B-AS1,ARL4C,TPT1,MAL
13.870546,4.3271093,CD14+ Mono,S100A9,S100A8,CTSS,LYZ,JUN,FCN1,PSAP,SAT1
-4.712878,11.687017,Erythroblast,HBM,CA1,AHSP,HBD,HBB,HIST1H4C,PRDX2,BLVRB
11.518583,6.02766,CD14+ Mono,LYZ,S100A9,S100A8,LGALS1,NEAT1,SAT1,AC020656.1,HIST1H4C
-3.8315127,11.596029,Erythroblast,HBM,HBD,HIST1H4C,HBB,AHSP,CA1,HBA1,HBA2
3.6861727,19.335093,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBA2,TMSB10,BLVRB
14.232702,3.0641265,CD14+ Mono,S100A9,CTSS,LYZ,PSAP,JUN,S100A8,AIF1,FCN1
14.917021,4.7621546,CD14+ Mono,S100A9,LYZ,CTSS,S100A8,PSAP,FCN1,VCAN,LST1
11.479274,2.6401687,CD14+ Mono,S100A9,S100A8,CTSS,LYZ,LGALS1,NEAT1,S100A12,FCN1
-2.6492314,15.93804,Normoblast,HBD,SLC25A37,AHSP,HBM,HBB,SLC4A1,TMSB10,BLVRB
0.8588053,-1.7058982,NK,CCL4,CCL5,GNLY,NKG7,GZMB,TYROBP,GZMH,FCER1G
6.848815,19.410473,Reticulocyte,MALAT1,HBA1,HBB,HBA2,TMSB10,TPT1,HBD,SLC25A37
-3.8485017,-6.798457,CD8+ T CD57+ CD45RA+,NKG7,HBA1,HBB,GNLY,MALAT1,CD3G,CD8,FGFBP2
13.063578,2.0051455,CD14+ Mono,CTSS,NEAT1,S100A9,LYZ,TNFAIP3,PSAP,CST3,TYROBP
-15.083609,-4.6319695,CD4+ T naive,ID2,MALAT1,TRBC1,IGLC2,FOS,JUNB,HBA2,PRKCQ-AS1
5.3563046,-17.000137,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,HLA-DRB1,CD79B,IGHD,MALAT1
7.6008396,-11.218451,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,CD79B,TCL1A,HLA-DPB1
12.122074,4.5438814,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,FOS,CTSS,VCAN,S100A12
1.7786928,17.710438,Reticulocyte,HBD,MALAT1,HBM,HBB,AHSP,TPT1,TMSB10,HBA2
-3.216442,11.488087,Erythroblast,HBM,HBD,AHSP,HIST1H4C,HBB,HBA1,TMSB10,HBA2
6.8894444,19.351067,Reticulocyte,MALAT1,TPT1,HBA1,HBB,HBA2,HBD,TMSB10,CA1
-12.89709,-4.5374584,CD4+ T naive,TRBC2,TPT1,HBB,JUNB,HBA2,HBA1,CRIP1,HBD
12.036552,1.9333913,CD14+ Mono,CTSS,S100A9,LYZ,TYROBP,S100A8,NEAT1,RHOB,CST3
11.441871,3.1503634,CD14+ Mono,LYZ,NEAT1,S100A9,S100A8,TNFAIP3,FOSB,CTSS,NAMPT
-12.898724,-2.6257656,CD4+ T naive,TNFAIP3,TRBC2,IL7R,BCL11B,MALAT1,CRYBG1,GPR183,GIMAP7
12.951092,1.6433474,CD14+ Mono,CTSS,NEAT1,S100A9,JUN,LYZ,PSAP,RHOB,TYROBP
-2.6679695,14.252251,Normoblast,HBD,HBM,HBB,AHSP,CA1,SLC25A37,HBA1,BLVRB
11.0235815,5.2289057,CD14+ Mono,S100A9,S100A8,LYZ,AC020656.1,LGALS1,ZEB2,HIST1H4C,FCN1
-12.794296,-3.020555,CD4+ T naive,JUN,BCL11B,MALAT1,IRF1,TRBC1,IL7R,FOS,ANXA1
5.425567,-16.735157,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,JUN,CD79A,HLA-DPB1,CD79B
4.350783,19.52262,Reticulocyte,MALAT1,HBD,TPT1,HBB,HBA2,HBA1,TMSB10,AHSP
-12.518057,-5.569561,CD4+ T naive,TRBC1,TRAC,CRIP1,BCL2,HBA2,AL499604.1,FOS,CD69
14.122086,3.042917,CD14+ Mono,S100A9,LYZ,S100A8,CTSS,FCN1,HLA-DRA,SAT1,CRIP1
11.969137,2.2042115,CD14+ Mono,S100A9,LYZ,S100A8,CTSS,NAMPT,TNFAIP3,PSAP,SOD2
12.967347,2.1456327,CD14+ Mono,S100A9,CTSS,LYZ,S100A8,SOD2,RHOB,CST3,FCN1
-13.481473,-6.9823184,CD4+ T naive,JUNB,TPT1,TMSB10,CD247,NOSIP,CD69,HBD,GPR183
-13.102304,-11.392544,CD8+ T naive,CD8B,CD8,KLRK1,TRBC1,IL7R,FOSB,MALAT1,NUCB2
-3.2033541,17.663128,Normoblast,HBD,SLC25A37,HBB,SLC4A1,AHSP,TPT1,HBA1,ARL4A
4.343499,19.721571,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBA2,TMSB10,HBM
-12.172354,-11.267023,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,AIF1,NUCB2,TPT1,HBB
8.883072,-13.931507,Naive CD20+ B IGKC+,IGKC,IGLC2,IGHM,CD74,FOS,CD79B,HLA-DRA,CD79A
1.3134712,19.159311,Reticulocyte,HBD,MALAT1,HBB,TPT1,AHSP,HBA1,HBA2,ARL4A
13.838127,5.356962,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,FCN1,S100A12,JUN,VCAN
11.710302,-9.078138,Transitional B,CD79B,TCL1A,IGHM,HLA-DRA,IGLC1,SOX4,VPREB1,IGKC
-12.091285,-8.577848,CD8+ T naive,CD8B,JUN,ARL4C,KLRK1,FOSB,PDE3B,MALAT1,FOS
-10.440198,-9.824871,CD8+ T naive,CD8B,CD8A,CD8,KLRK1,CD7,TRBC2,PCED1B-AS1,CCL4
-13.089573,-11.039891,CD8+ T naive,CD8B,CD8A,CD8,IRF1,AIF1,CD3E,GZMM,CD7
-11.187978,-2.277453,CD4+ T activated,AL499604.1,TNFAIP3,IL7R,SAT1,JUNB,MALAT1,TPT1,FOSB
10.561573,3.7180855,CD14+ Mono,S100A8,S100A9,LYZ,SAT1,LGALS1,CITED2,AC020656.1,NEAT1
4.945236,19.156635,Reticulocyte,MALAT1,HBD,TPT1,HBB,HBA1,HBA2,TMSB10,HBM
6.1625834,-16.327705,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,HLA-DPB1,IGHD,MS4A1
-2.0382113,11.760694,Erythroblast,HBD,HBM,HBB,CA1,AHSP,HBA1,HBA2,TMSB10
2.7037911,19.056595,Reticulocyte,HBD,TPT1,MALAT1,HBB,HBM,HBA2,HBA1,TMSB10
2.997353,18.925846,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBA2,AHSP,TMSB10
8.582341,18.72818,Reticulocyte,MALAT1,HBB,HBA1,HBA2,TPT1,TMSB10,JUNB,CA1
-1.9719238,17.772732,Normoblast,HBD,SLC25A37,HBB,TPT1,HBA1,AHSP,TMSB10,SLC4A1
6.548125,-15.678661,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79B,CD79A,HLA-DRB1,IGLC2
12.841175,1.9484044,CD14+ Mono,CTSS,NEAT1,S100A9,LYZ,NAMPT,AIF1,FCN1,TNFAIP3
7.6164446,-12.41024,Naive CD20+ B IGKC-,IGHM,IGLC2,HLA-DRA,CD74,MS4A1,IGHD,CD79A,HLA-DRB1
-14.197626,-5.549655,CD4+ T naive,TRBC1,TNFAIP3,JUNB,AL499604.1,MALAT1,SAT1,CD3G,ARL4C
5.5055904,-16.59455,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,HLA-DRA,CD79A,JUN,HLA-DRB1,IGHD
-7.9934015,-1.425241,CD4+ T activated,CRIP1,IL7R,MALAT1,KLRB1,ITGB1,AL499604.1,JUNB,ANXA1
0.7331152,18.039978,Reticulocyte,HBD,MALAT1,HBB,HBM,AHSP,TPT1,TMSB10,HBA1
7.2845144,-11.710675,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,IGLC3,IGHM,HLA-DRB1,IGHD,HLA-DPB1
-14.661015,-4.277626,CD4+ T naive,JUNB,TNFAIP3,TRBC1,MALAT1,NEAT1,HIST1H1D,SAT1,BCL11B
12.432814,1.606091,CD14+ Mono,S100A9,CTSS,JUN,NAMPT,NEAT1,S100A8,LYZ,KLF6
0.38902164,-0.36221695,NK,GNLY,CCL4,GZMB,NKG7,ID2,TRBC1,KLRB1,JUN
6.790754,-16.153912,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,HLA-DPB1,HLA-DRB1,IGHD
-14.229805,-5.1143675,CD4+ T activated,DUSP2,FOS,MALAT1,CD69,HBD,NEAT1,HBA2,ARL4C
8.069438,-11.339416,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,IGHM,CD79B,HLA-DRB1,HLA-DPB1,CD79A
0.601936,18.264547,Reticulocyte,HBD,MALAT1,HBB,TPT1,AHSP,HBM,TMSB10,HBA1
3.2704701,17.909416,Reticulocyte,HBD,MALAT1,HBB,HBM,HBA1,HBA2,AHSP,TPT1
-13.191618,-5.632907,CD4+ T naive,TRBC1,CITED2,CD69,MALAT1,FOS,PRKCQ-AS1,HBB,JUNB
3.8646164,20.12537,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA2,HBA1,TMSB10,AHSP
5.2774367,-16.144674,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,JUN,HLA-DRB1,CD79B
-10.568457,-0.9808996,CD4+ T activated,IL7R,CRIP1,ITGB1,MALAT1,ANXA1,AHNAK,JUNB,BCL11B
0.11417174,-0.6513457,CD4+ T naive,GNLY,NKG7,GZMH,JUN,MALAT1,FOS,GZMB,HBB
11.822359,2.8157132,CD14+ Mono,S100A9,LYZ,S100A8,CTSS,TNFAIP3,NEAT1,FOSB,FCN1
11.965578,2.2876399,CD14+ Mono,S100A9,CTSS,S100A8,LYZ,NEAT1,VCAN,FCN1,PSAP
-11.190866,-8.783372,CD8+ T naive,JUN,CD8,IGKC,AL499604.1,FOS,FOSB,MALAT1,KLRK1
-15.136374,-5.6606216,CD4+ T naive,FOS,MALAT1,JUN,BCL11B,CD3G,ARL4C,HBB,TPT1
13.579818,4.8077726,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,JUN,FCN1,MNDA,CD14
6.7401037,-11.719008,Naive CD20+ B IGKC-,IGLC3,HLA-DRA,CD74,IGLC2,IGHM,CD79A,TNFRSF13C,JUNB
11.276046,-9.897135,Transitional B,CD79B,IGLC3,IGHM,IGLC2,TCL1A,HLA-DRA,ZEB2,CD24
12.075929,2.5355542,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,FOSB,AC020656.1,HLA-DRA,CD69
0.52397203,-0.9783112,NK,CCL4,CCL5,NKG7,GZMH,GNLY,PPP2R5C,KLRB1,ID2
-2.490192,18.370907,Normoblast,HBD,SLC25A37,HBB,SLC4A1,TPT1,ARL4A,AHSP,HBA1
12.721323,1.8649156,CD14+ Mono,S100A9,CTSS,NEAT1,S100A8,LYZ,SAT1,NAMPT,PSAP
-1.640862,11.022008,Erythroblast,HBD,HBM,AHSP,CA1,HBB,SLC4A1,HEMGN,TPT1
12.528227,1.9610295,CD14+ Mono,CTSS,NEAT1,TNFAIP3,S100A9,RGS2,NAMPT,SOD2,PSAP
-10.256958,-10.951075,CD8+ T naive,CD8B,CD8,CD8A,FOS,PCED1B-AS1,NUCB2,JUNB,JUN
13.019412,1.5943701,CD14+ Mono,CTSS,NEAT1,NAMPT,S100A9,SAT1,PSAP,FOSB,HLA-DRA
-8.600798,-1.5539975,CD4+ T activated,CRIP1,TRAC,JUNB,ANXA1,HBB,CD3G,TRBC2,IL7R
7.34489,-11.664507,Naive CD20+ B IGKC-,IGLC2,IGLC3,IGHM,HLA-DRA,CD74,CD79B,HLA-DRB1,IGHD
-8.994812,-0.9065948,CD4+ T activated,TRBC2,RGS1,DUSP2,HBA2,HBA1,NEAT1,HBB,IL7R
11.010899,5.334762,CD14+ Mono,LYZ,S100A9,S100A8,NEAT1,FOSB,AC020656.1,AC020916.1,ZEB2
3.0630388,19.114807,Reticulocyte,MALAT1,HBD,TPT1,HBB,HBA1,HBA2,TMSB10,HBM
4.81082,17.79026,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,HBM,TMSB10
-2.4650676,15.786669,Normoblast,HBD,HBB,AHSP,SLC25A37,HBM,HBA1,SLC4A1,HBA2
7.5926,-11.729941,Naive CD20+ B IGKC-,HLA-DRA,IGLC2,IGHM,CD74,TCL1A,CD79B,HLA-DRB1,HLA-DPB1
6.7093506,-16.219563,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,HLA-DPB1,CD37
8.724083,-14.2513685,Naive CD20+ B IGKC+,IGKC,IGLC2,IGHM,HLA-DRA,CD74,CD79A,FOS,TCL1A
11.155134,4.7504454,CD14+ Mono,LYZ,S100A9,S100A8,LGALS1,AC020656.1,TYROBP,FCN1,NEAT1
12.197866,2.4018621,CD14+ Mono,S100A9,CTSS,S100A8,LYZ,RGS2,FCN1,CST3,PSAP
-3.1948993,16.589447,Normoblast,HBD,SLC25A37,HBM,AHSP,HBB,SLC4A1,TMSB10,HBA1
-1.922779,11.845959,Erythroblast,HBD,HBB,AHSP,CA1,HBM,HBA1,TMSB10,HBA2
-2.0159626,11.87924,Erythroblast,HBD,HBB,HBM,AHSP,HBA1,HBA2,CA1,TMSB10
-10.108175,-2.494897,CD4+ T activated,CRIP1,CITED2,ARL4C,TRBC1,HBA2,AL499604.1,HBB,MALAT1
-10.446883,-2.5174987,CD4+ T activated,FOS,TRBC2,ANXA1,MALAT1,KLF6,CRIP1,CITED2,HBA2
-4.4613304,11.805163,Erythroblast,HBM,HBD,HIST1H4C,AHSP,HBB,CA1,SLC25A37,PRDX2
1.5294234,17.71963,Reticulocyte,HBD,MALAT1,HBM,HBB,AHSP,HBA2,TMSB10,SLC25A37
14.098891,2.034637,CD14+ Mono,CTSS,NEAT1,LYZ,S100A9,PSAP,HLA-DRA,FOS,IFI30
14.04751,1.9225366,CD14+ Mono,NEAT1,CTSS,SAT1,LYZ,RHOB,FOSB,PSAP,FOS
-10.077249,-4.0587077,CD4+ T activated,TRAC,CRIP1,TRBC2,DUSP2,FOS,ARL4C,FOSB,HBB
6.5595436,-15.577866,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,IGLC2,CD79A,HLA-DRB1,HLA-DPB1
-12.701647,-4.5153427,CD4+ T naive,HBA1,TPT1,CD69,ARL4C,NEAT1,HBD,HBA2,TRBC2
7.20914,18.970383,Reticulocyte,MALAT1,HBA1,HBB,HBA2,HBD,TPT1,TMSB10,AHSP
-1.5730019,16.597862,Normoblast,HBD,HBB,HBM,AHSP,HBA1,SLC25A37,MALAT1,TMSB10
6.820865,-13.041851,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC3,CD79B,CD79A,HLA-DRB1,JUN
-3.0017,18.047804,Normoblast,HBD,SLC25A37,TPT1,SLC4A1,HBB,AHSP,HBM,ARL4A
-5.674956,11.640292,Erythroblast,HBM,HBD,AHSP,HIST1H4C,CA1,HBB,PRDX2,TMSB10
11.329042,3.7653625,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,AC020656.1,LGALS1,FCN1,IRF1
-2.619104,11.8647375,Erythroblast,HBD,CA1,HBM,AHSP,HBB,PRDX2,HBA2,TMSB10
-13.442951,-2.6626525,CD4+ T naive,MALAT1,JUNB,CD7,BCL11B,ARL4C,HBA2,FOS,TPT1
-1.9989226,11.17688,Erythroblast,HBD,AHSP,HBM,CA1,HBB,SLC4A1,HBA1,TMSB10
-9.751604,-9.994654,CD8+ T naive,CD8,LINC02446,KLRK1,CD8A,CD7,GZMM,NUCB2,CD8B
-8.6306095,-9.296941,CD8+ T naive,CD8B,CD8,MALAT1,KLRK1,TRBC2,IL7R,CD8A,FOSB
-15.187899,-3.658112,CD4+ T naive,TRBC1,FOS,IRF1,ARL4C,MALAT1,HBA2,PRKCQ-AS1,CCR7
13.592451,4.23067,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,VCAN,FCN1,PSAP,MNDA
7.7343864,-11.533905,Naive CD20+ B IGKC-,IGLC2,IGLC3,IGHM,HLA-DRA,CD74,CD69,HLA-DRB1,CD79B
7.1668425,-12.130651,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,IGHD,CD79A,HLA-DRB1,HLA-DPB1
-12.225828,-7.769726,CD8+ T naive,FOS,MALAT1,CD8,TRAC,JUN,HBA1,NUCB2,TRBC1
-6.859127,-2.038743,CD4+ T activated,GNLY,CRIP1,IL7R,HBA1,MALAT1,HBB,CCL5,ZFP36
-9.390547,-1.6145923,CD4+ T activated,TRBC1,FOS,HBD,DUSP2,HBB,BCL11B,KLRB1,TPT1
5.510355,-16.303604,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,TCL1A,HLA-DPB1
1.5246556,17.62961,Reticulocyte,HBD,MALAT1,HBB,HBM,TPT1,AHSP,HBA2,TMSB10
7.7029676,-14.671362,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,CD79A,HLA-DRA,IGLC2,TCL1A,CD79B
-12.749641,-10.736097,CD8+ T naive,CD8B,CD8,LINC02446,KLRK1,JUNB,CD69,JUN,CD3E
-8.826633,-3.751515,CD4+ T activated,TRBC2,HIST1H4C,CRIP1,JUNB,TRAC,HBB,CD69,LIME1
-11.066505,-6.198407,CD4+ T activated,JUN,TRAC,TPT1,HBB,BCL11B,TRBC2,CD2,CD27
-8.399807,-1.3255756,CD4+ T activated,IL7R,CD69,KLRB1,FOSB,S100A11,HBA1,ARL4C,MALAT1
12.802983,5.9808292,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,VCAN,MNDA,AC020656.1,CTSS
1.1430895,18.953308,Reticulocyte,MALAT1,HBD,TPT1,HBB,AHSP,TMSB10,SLC25A37,HBA2
5.3427973,-16.42924,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DPB1,IGHD,CD79A,HLA-DRB1
7.9027534,-14.539349,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,HLA-DPB1,CD79B
7.2863884,-11.794432,Naive CD20+ B IGKC-,IGLC2,IGLC3,HLA-DRA,IGHM,CD74,HLA-DRB1,HLA-DPB1,CD79A
-10.496636,-1.8883442,CD4+ T activated,TRBC2,CRIP1,TRAC,CD2,TPT1,CD74,SAT1,ZFP36
6.1976213,-15.584785,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DPB1,HLA-DRB1,IGHD
5.7247295,-16.36142,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,HLA-DRA,IGHD,CD79A,CD79B,CD37
11.477008,-10.069149,Transitional B,IGKC,IGHM,CD79B,TCL1A,MALAT1,CD24,HLA-DRA,VPREB3
2.2062306,18.788715,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBM,HBA2,TMSB10
-2.6692905,15.7543745,Normoblast,HBD,HBM,SLC25A37,AHSP,HBB,TMSB10,SLC4A1,HBA1
7.2165794,-11.835275,Naive CD20+ B IGKC-,IGLC3,HLA-DRA,IGHM,CD74,HLA-DRB1,HLA-DPB1,IGLC2,MS4A1
-7.737118,-1.3793452,CD4+ T activated,TRBC2,CRIP1,KLF6,IL7R,HBA1,HBA2,ITGB1,HBB
15.107972,4.029093,CD14+ Mono,CTSS,LYZ,S100A9,PSAP,FCN1,CST3,TYROBP,FGL2
2.3205037,18.466974,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBA2,AHSP,TMSB10
-5.8214273,11.703814,Erythroblast,HBM,HBD,HIST1H4C,CA1,AHSP,HBB,PRDX2,HBA2
13.062141,1.7924805,CD14+ Mono,CTSS,S100A9,NEAT1,NAMPT,RHOB,RGS2,FCN1,PSAP
3.990924,19.35684,Reticulocyte,HBD,MALAT1,HBB,TPT1,HBA1,HBA2,TMSB10,AHSP
6.357811,-16.066566,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,JUN,CD74,CD79A,HLA-DPB1,HLA-DRB1
-10.359076,-2.1765943,CD4+ T activated,TRBC2,FOS,JUN,IL7R,AHNAK,ZFP36,FOSB,JUNB
-12.149537,-10.901423,CD8+ T naive,CD8,JUN,CD8B,DUSP2,LINC02446,HBB,CD3E,TNFAIP3
-9.696153,-10.410632,CD8+ T naive,CD8B,CD8,TRAC,TRBC1,CD8A,FOS,NOSIP,CD7
14.007449,4.019456,CD14+ Mono,S100A9,S100A8,CTSS,LYZ,VCAN,SAT1,FGL2,AIF1
-10.3442545,-1.5521255,CD4+ T activated,TRBC2,ARL4C,CRIP1,FOSB,ITGB1,TPT1,FOS,TMSB10
-2.5213854,15.807779,Normoblast,HBD,HBB,AHSP,SLC25A37,HBM,TMSB10,HBA1,SLC4A1
-14.706485,-5.2523155,CD4+ T naive,TRBC1,MALAT1,TRAC,CD69,FOS,HBB,KLF6,DUSP2
-2.938255,15.963097,Normoblast,HBD,SLC25A37,HBB,AHSP,SLC4A1,TPT1,HBM,HBA1
12.705325,5.939957,CD14+ Mono,LYZ,S100A9,S100A8,LGALS1,AC020656.1,PSAP,VCAN,ZEB2
12.421366,4.7273765,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,IRF1,FCN1,PSAP,LST1
4.800061,18.742012,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,TMSB10,AHSP
12.975828,1.6721425,CD14+ Mono,CTSS,S100A9,LYZ,TYROBP,FGL2,VCAN,RGS2,CST3
6.812793,-15.810947,Naive CD20+ B IGKC+,IGKC,CD74,HLA-DRA,IGHM,IGHD,HLA-DRB1,CD79A,CD37
9.070932,-11.638252,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC2,JUN,FOS,HLA-DRB1,HLA-DPB1
6.1438084,-15.692696,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD69,HLA-DPB1,CD37
7.1355157,-11.560865,Naive CD20+ B IGKC-,IGLC3,IGLC2,HLA-DRA,IGHM,HLA-DRB1,CD74,HLA-DPB1,CD79B
-3.295091,17.947233,Normoblast,HBD,SLC25A37,AHSP,SLC4A1,TMCC2,HBB,BLVRB,HBA1
2.9025927,18.833752,Reticulocyte,HBD,MALAT1,TPT1,HBB,AHSP,HBA1,HBA2,TMSB10
14.274509,1.8608224,CD14+ Mono,NEAT1,CTSS,HLA-DRA,PSAP,FOSB,LYZ,CST3,IFI30
10.440651,4.8302116,CD14+ Mono,LYZ,S100A9,S100A8,NEAT1,LGALS1,SAT1,FOSB,CD69
-2.5738869,14.905575,Normoblast,HBD,HBM,HBB,AHSP,CA1,SLC25A37,HBA1,TMSB10
13.906836,3.9500268,CD14+ Mono,CTSS,S100A9,LYZ,S100A8,PSAP,VCAN,FCN1,NEAT1
-4.32086,12.23966,Erythroblast,HBM,HBD,AHSP,HBB,HBA1,HIST1H4C,HBA2,TMSB10
-12.891939,-11.041542,CD8+ T naive,CD8B,LINC02446,CD8,TRBC1,CD8A,KLRK1,JUN,CD7
9.440102,-11.11532,Naive CD20+ B IGKC-,IGHM,IGLC2,CD74,HLA-DRA,CD79B,JUN,TCL1A,FOS
2.3806887,18.50475,Reticulocyte,HBD,MALAT1,TPT1,HBB,HBA1,HBA2,TMSB10,HBM
-9.872796,-1.4630512,CD4+ T activated,CRIP1,TRBC1,JUN,TRAC,H1FX,S100A11,LIME1,HBA1
1.9591905,18.335022,Reticulocyte,HBD,MALAT1,HBM,TPT1,HBB,TMSB10,HBA1,AHSP
10.841187,-9.499641,Transitional B,IGHM,AFF3,IGLC2,SOX4,PCDH9,MME,ZEB2,TCF4
7.548382,19.346506,Reticulocyte,MALAT1,TPT1,HBB,HBA1,HBA2,TMSB10,AHSP,HBD
11.293907,3.1238751,CD14+ Mono,S100A9,S100A8,LYZ,NAMPT,LGALS1,CTSS,TYROBP,SAT1
3.0151792,17.695217,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,TPT1,HBA1,TMSB10
10.856557,-11.509463,Transitional B,IGKC,IGHM,CD79B,TCL1A,HLA-DRA,IGLC1,JUN,CD24
8.288994,-14.946602,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,CD79A,IGHD,TCL1A,HLA-DPB1
11.5399475,1.0043705,CD14+ Mono,NEAT1,MALAT1,FOSB,ANXA1,NAMPT,IFI30,VMP1,AC020916.1
1.7481533,19.13698,Reticulocyte,MALAT1,HBD,TPT1,HBB,SLC25A37,HBA1,AHSP,TMSB10
12.027215,1.9771605,CD14+ Mono,S100A9,CTSS,S100A8,LYZ,FCN1,MNDA,FOS,CST3
-2.5822008,14.094932,Normoblast,HBD,HBM,AHSP,HBB,CA1,HBA1,SLC25A37,TMSB10
-4.493676,11.530645,Erythroblast,HBM,HIST1H4C,AHSP,HBB,HBD,CA1,HBA2,TMSB10
-3.0238562,16.498869,Normoblast,HBD,SLC25A37,AHSP,HBM,HBB,SLC4A1,TMSB10,HBA1
7.1124535,-11.7952,Naive CD20+ B IGKC-,HLA-DRA,IGHM,CD74,IGLC2,HLA-DPB1,IGHD,HLA-DRB1,HLA-DPA1
6.373537,-16.008587,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,CD79A,HLA-DPB1,HLA-DRB1,CD79B
7.254429,-11.888787,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,CD79B,HLA-DRB1,IGHD,HLA-DPB1
1.5770781,18.491661,Reticulocyte,HBD,MALAT1,HBB,HBM,TPT1,HBA1,TMSB10,HBA2
-13.677938,-5.323697,CD4+ T naive,JUN,MALAT1,NEAT1,TNFAIP3,FOS,JUNB,BCL11B,NOSIP
7.8736463,-11.997243,Naive CD20+ B IGKC-,HLA-DRA,IGHM,IGLC2,CD74,HLA-DRB1,CD79A,HLA-DPB1,JUN
12.426285,2.80902,CD14+ Mono,S100A9,S100A8,CTSS,LYZ,FCN1,VCAN,FOS,RGS2
-13.9383955,-4.586239,CD4+ T naive,HBA2,MALAT1,FOS,FOSB,HBB,CRIP1,IL7R,HBA1
-1.6299267,18.074718,Normoblast,HBD,SLC25A37,HBM,TPT1,HBB,MALAT1,AHSP,HBA1
12.980366,2.1289144,CD14+ Mono,S100A9,CTSS,LYZ,S100A8,SAT1,JUN,HLA-DRA,CST3
